Category,Metric,Min,Max,Mean,Median,Std Dev,CI Mean Low,CI Mean High,CI Median Low,CI Median High,Additional Info
ME3,roof_type,,,,,,,,,,3600: 0.03%
ME3,development_type_code,,,,,,,,,,A13: 78.84%
ME3,development_type_code,,,,,,,,,,A12: 12.75%
ME3,development_type_code,,,,,,,,,,C11: 3.37%
ME3,development_type_code,,,,,,,,,,B12: 2.82%
ME3,development_type_code,,,,,,,,,,A11: 1.67%
ME3,development_type_code,,,,,,,,,,B11: 0.33%
ME3,development_type_code,,,,,,,,,,C12: 0.22%
ME4,building_footprint,18.79,2522.02,324.49,290.73,174.9,311.92,337.06,280.44,308.13,
ME4,storeys_above_ground,1,5,2.42,2.0,0.59,2.38,2.46,2.0,2.0,
ME4,length_footprint,3.57,50.79,17.64,17.45,4.24,17.33,17.94,16.91,17.68,
ME4,width_footprint,5.27,57.13,17.64,17.15,4.59,17.31,17.97,16.76,17.47,
ME4,roof_ridge_height,1.44,24.47,13.12,13.06,2.32,12.96,13.29,12.82,13.24,
ME4,eaves_height,1.44,22.96,8.85,8.64,2.28,8.68,9.01,8.38,8.92,
ME4,number_roof_surfaces,1,42,6.38,6.0,3.15,6.16,6.61,6.0,6.0,
ME4,roof_slope,0.0,90.0,48.84,53.96,34.29,43.95,53.74,49.68,60.08,
ME4,roof_type,,,,,,,,,,3200: 78.69%
ME4,roof_type,,,,,,,,,,3100: 11.39%
ME4,roof_type,,,,,,,,,,3400: 2.95%
ME4,roof_type,,,,,,,,,,3500: 2.68%
ME4,roof_type,,,,,,,,,,3300: 1.61%
ME4,roof_type,,,,,,,,,,5000: 1.34%
ME4,roof_type,,,,,,,,,,1000: 1.34%
ME4,development_type_code,,,,,,,,,,A13: 51.04%
ME4,development_type_code,,,,,,,,,,A12: 26.07%
ME4,development_type_code,,,,,,,,,,B12: 14.42%
ME4,development_type_code,,,,,,,,,,C11: 4.99%
ME4,development_type_code,,,,,,,,,,B11: 1.53%
ME4,development_type_code,,,,,,,,,,C12: 1.11%
ME4,development_type_code,,,,,,,,,,A11: 0.69%
ME4,development_type_code,,,,,,,,,,B13: 0.14%
ME5,building_footprint,84.34,1151.26,407.64,387.21,178.94,351.15,464.12,352.89,425.06,
ME5,storeys_above_ground,1,4,2.41,2.0,0.77,2.17,2.66,2.0,3.0,
ME5,length_footprint,8.34,29.83,20.09,20.47,4.14,18.78,21.39,19.53,21.53,
ME5,width_footprint,10.12,46.37,19.86,19.24,6.17,17.91,21.81,18.32,20.64,
ME5,roof_ridge_height,3.79,20.68,12.89,12.83,3.62,11.75,14.04,11.18,14.16,
ME5,eaves_height,2.86,15.01,8.9,8.08,3.03,7.94,9.85,7.27,10.27,
ME5,number_roof_surfaces,1,12,4.98,4.0,2.89,4.06,5.89,4.0,5.0,
ME5,roof_slope,0.0,90.0,32.17,0.0,39.63,5.55,58.79,0.0,70.89,
ME5,roof_type,,,,,,,,,,3200: 48.78%
ME5,roof_type,,,,,,,,,,3100: 43.9%
ME5,roof_type,,,,,,,,,,1000: 2.44%
ME5,roof_type,,,,,,,,,,2100: 2.44%
ME5,roof_type,,,,,,,,,,3400: 2.44%
ME5,development_type_code,,,,,,,,,,A13: 48.65%
ME5,development_type_code,,,,,,,,,,B12: 32.43%
ME5,development_type_code,,,,,,,,,,A12: 13.51%
ME5,development_type_code,,,,,,,,,,A11: 2.7%
ME5,development_type_code,,,,,,,,,,C11: 2.7%
ME6,building_footprint,81.89,5412.65,1219.65,1196.75,793.14,962.55,1476.76,1147.08,1302.45,
ME6,storeys_above_ground,1,17,12.08,15.0,4.36,10.66,13.49,10.0,15.0,
ME6,length_footprint,10.06,64.57,27.89,26.45,8.79,25.04,30.74,24.95,29.01,
ME6,width_footprint,8.14,83.83,41.1,43.25,11.92,37.24,44.96,42.64,43.84,
ME6,roof_ridge_height,3.66,52.51,39.22,46.51,12.14,35.28,43.15,33.72,46.59,
ME6,eaves_height,3.4,52.51,29.37,30.87,17.67,23.65,35.1,27.46,43.78,
ME6,number_roof_surfaces,1,10,3.31,3.0,1.54,2.81,3.81,3.0,3.0,
ME6,roof_slope,0.0,90.0,48.6,56.16,36.85,27.33,69.88,14.76,81.68,
ME6,roof_type,,,,,,,,,,1000: 84.62%
ME6,roof_type,,,,,,,,,,3200: 7.69%
ME6,roof_type,,,,,,,,,,3100: 2.56%
ME6,roof_type,,,,,,,,,,3500: 2.56%
ME6,roof_type,,,,,,,,,,5000: 2.56%
ME6,development_type_code,,,,,,,,,,B14: 75.68%
ME6,development_type_code,,,,,,,,,,B12: 21.62%
ME6,development_type_code,,,,,,,,,,B13: 2.7%
ME7,building_footprint,43.9,3048.25,428.58,378.06,257.18,413.11,444.05,362.84,390.04,
ME7,storeys_above_ground,1,7,3.27,3.0,0.98,3.21,3.33,3.0,3.0,
ME7,length_footprint,7.0,64.43,20.18,19.7,5.41,19.86,20.51,19.42,20.02,
ME7,width_footprint,6.27,58.43,20.14,19.49,5.66,19.8,20.48,19.25,19.79,
ME7,roof_ridge_height,2.94,25.86,13.49,13.28,3.14,13.3,13.68,13.06,13.58,
ME7,eaves_height,1.31,25.83,10.1,9.78,3.1,9.92,10.29,9.57,9.97,
ME7,number_roof_surfaces,1,47,7.02,6.0,4.61,6.75,7.3,6.0,6.0,
ME7,roof_slope,0.0,90.0,48.66,57.45,37.32,43.95,53.36,49.21,61.54,
ME7,roof_type,,,,,,,,,,3200: 26.97%
ME7,roof_type,,,,,,,,,,3400: 20.68%
ME7,roof_type,,,,,,,,,,1000: 18.14%
ME7,roof_type,,,,,,,,,,3100: 16.17%
ME7,roof_type,,,,,,,,,,3500: 10.24%
ME7,roof_type,,,,,,,,,,5000: 3.38%
ME7,roof_type,,,,,,,,,,3300: 3.01%
ME7,roof_type,,,,,,,,,,3900: 1.13%
ME7,roof_type,,,,,,,,,,2100: 0.28%
ME7,development_type_code,,,,,,,,,,A13: 68.87%
ME7,development_type_code,,,,,,,,,,A12: 16.42%
ME7,development_type_code,,,,,,,,,,B12: 7.01%
ME7,development_type_code,,,,,,,,,,C11: 3.4%
ME7,development_type_code,,,,,,,,,,A11: 1.2%
ME7,development_type_code,,,,,,,,,,B11: 1.1%
ME7,development_type_code,,,,,,,,,,B14: 1.0%
ME7,development_type_code,,,,,,,,,,C12: 0.8%
ME7,development_type_code,,,,,,,,,,B13: 0.2%
MR2,building_footprint,181.97,1062.45,566.06,509.91,451.52,181.97,1062.45,181.97,1062.45,
MR2,storeys_above_ground,2,4,3.25,3.5,0.96,2,4,2.0,4.0,
MR2,length_footprint,10.35,26.52,17.55,16.66,8.41,10.35,26.52,10.35,26.52,
MR2,width_footprint,17.49,40.06,27.96,27.16,11.97,17.49,40.06,17.49,40.06,
MR2,roof_ridge_height,7.88,16.01,12.47,12.99,4.15,7.88,16.01,7.88,16.01,
MR2,eaves_height,6.45,13.04,9.86,9.98,3.44,6.45,13.04,6.45,13.04,
MR2,number_roof_surfaces,3,6,4.5,4.5,1.29,3,6,3.0,6.0,
MR2,roof_slope,39.8,90.0,57.5,50.1,22.26,39.8,90.0,39.8,90.0,
MR2,roof_type,,,,,,,,,,5000: 50.0%
MR2,roof_type,,,,,,,,,,3200: 25.0%
MR2,roof_type,,,,,,,,,,3100: 25.0%
MR3,building_footprint,84.56,3002.7,404.85,308.95,443.48,295.83,513.87,277.55,337.75,
MR3,storeys_above_ground,1,6,3.53,4.0,0.79,3.34,3.72,3.0,4.0,
MR3,length_footprint,8.98,56.82,18.92,17.72,7.02,17.19,20.64,16.82,18.04,
MR3,width_footprint,8.93,53.1,18.96,17.3,7.81,17.04,20.88,16.55,18.59,
MR3,roof_ridge_height,2.35,29.55,17.21,17.72,3.67,16.31,18.12,17.24,18.15,
MR3,eaves_height,2.35,22.45,13.56,14.13,2.98,12.82,14.29,13.84,14.35,
MR3,number_roof_surfaces,1,14,4.82,4.0,2.92,4.1,5.54,3.0,5.0,
MR3,roof_slope,0.0,90.0,46.32,53.22,36.4,34.0,58.63,25.22,60.14,
MR3,roof_type,,,,,,,,,,3400: 51.52%
MR3,roof_type,,,,,,,,,,3200: 33.33%
MR3,roof_type,,,,,,,,,,3100: 9.09%
MR3,roof_type,,,,,,,,,,1000: 3.03%
MR3,roof_type,,,,,,,,,,5000: 1.52%
MR3,roof_type,,,,,,,,,,2100: 1.52%
MR3,development_type_code,,,,,,,,,,C11: 47.62%
MR3,development_type_code,,,,,,,,,,A13: 36.51%
MR3,development_type_code,,,,,,,,,,B12: 12.7%
MR3,development_type_code,,,,,,,,,,C12: 3.17%
MR4,building_footprint,144.61,561.69,317.44,325.56,96.19,303.09,331.79,311.65,337.16,
MR4,storeys_above_ground,2,5,2.99,3.0,0.63,2.9,3.09,3.0,3.0,
MR4,length_footprint,10.76,27.13,17.38,17.82,3.4,16.87,17.88,17.54,18.19,
MR4,width_footprint,11.2,24.08,17.97,18.41,2.83,17.55,18.39,17.8,18.73,
MR4,roof_ridge_height,7.39,22.86,14.9,14.48,2.08,14.59,15.21,14.22,14.72,
MR4,eaves_height,5.72,18.76,10.84,10.49,1.96,10.54,11.13,10.29,10.84,
MR4,number_roof_surfaces,2,10,2.91,3.0,1.02,2.76,3.07,3.0,3.0,
MR4,roof_slope,0.0,90.0,30.0,0.0,51.96,0.0,90.0,0.0,90.0,
MR4,roof_type,,,,,,,,,,3200: 64.0%
MR4,roof_type,,,,,,,,,,3100: 32.0%
MR4,roof_type,,,,,,,,,,3400: 4.0%
MR4,development_type_code,,,,,,,,,,B12: 89.71%
MR4,development_type_code,,,,,,,,,,C11: 5.71%
MR4,development_type_code,,,,,,,,,,B11: 4.0%
MR4,development_type_code,,,,,,,,,,B13: 0.57%
MR5,building_footprint,84.94,2900.49,400.59,315.27,365.65,324.01,477.18,302.55,330.08,
MR5,storeys_above_ground,1,7,4.87,5.0,0.62,4.74,5.0,5.0,5.0,
MR5,length_footprint,12.72,53.96,19.21,17.63,5.95,17.97,20.46,17.46,17.83,
MR5,width_footprint,6.68,87.8,19.49,17.49,9.02,17.6,21.38,17.31,17.84,
MR5,roof_ridge_height,5.03,32.0,17.13,16.87,2.41,16.62,17.63,16.84,16.89,
MR5,eaves_height,0.01,19.0,16.37,16.86,2.38,15.87,16.87,16.84,16.89,
MR5,number_roof_surfaces,1,15,1.6,1.0,2.05,1.17,2.03,1.0,1.0,
MR5,roof_slope,0.0,90.0,45.0,45.0,63.64,0.0,90.0,0.0,90.0,
MR5,roof_type,,,,,,,,,,1000: 85.56%
MR5,roof_type,,,,,,,,,,3200: 6.67%
MR5,roof_type,,,,,,,,,,3100: 5.56%
MR5,roof_type,,,,,,,,,,3400: 1.11%
MR5,roof_type,,,,,,,,,,5000: 1.11%
MR5,development_type_code,,,,,,,,,,B12: 50.0%
MR5,development_type_code,,,,,,,,,,C12: 48.81%
MR5,development_type_code,,,,,,,,,,C11: 1.19%
MR6,building_footprint,21.01,9868.11,385.91,307.38,484.07,351.71,420.11,300.28,310.4,
MR6,storeys_above_ground,1,11,5.92,5.0,1.81,5.79,6.05,5.0,5.0,
MR6,length_footprint,4.39,88.37,18.68,17.3,6.18,18.24,19.12,17.16,17.53,
MR6,width_footprint,4.78,111.66,18.85,17.62,6.9,18.36,19.34,17.46,17.78,
MR6,roof_ridge_height,3.63,37.78,20.1,18.36,6.08,19.67,20.53,17.56,18.54,
MR6,eaves_height,2.59,37.78,18.42,17.0,5.96,18.0,18.84,16.97,17.06,
MR6,number_roof_surfaces,1,13,1.45,1.0,0.98,1.38,1.52,1.0,1.0,
MR6,roof_slope,-0.1,90.0,25.07,0.0,34.48,20.08,30.05,0.0,0.0,
MR6,roof_type,,,,,,,,,,1000: 88.86%
MR6,roof_type,,,,,,,,,,3100: 10.36%
MR6,roof_type,,,,,,,,,,5000: 0.52%
MR6,roof_type,,,,,,,,,,3400: 0.26%
MR6,development_type_code,,,,,,,,,,C12: 71.21%
MR6,development_type_code,,,,,,,,,,B13: 15.69%
MR6,development_type_code,,,,,,,,,,C11: 4.67%
MR6,development_type_code,,,,,,,,,,A13: 4.15%
MR6,development_type_code,,,,,,,,,,B12: 3.11%
MR6,development_type_code,,,,,,,,,,A12: 1.17%
MR7,building_footprint,75.89,10375.64,738.7,376.24,1136.7,544.47,932.93,351.42,429.79,
MR7,storeys_above_ground,2,7,4.49,4.0,1.43,4.24,4.73,4.0,5.0,
MR7,length_footprint,7.68,102.01,24.32,18.78,14.68,21.81,26.83,18.34,21.8,
MR7,width_footprint,7.93,101.71,23.69,19.42,13.3,21.42,25.96,18.53,20.92,
MR7,roof_ridge_height,6.67,32.74,17.77,17.49,4.83,16.94,18.59,16.65,19.59,
MR7,eaves_height,2.6,25.3,14.37,14.38,5.18,13.49,15.26,13.34,15.34,
MR7,number_roof_surfaces,1,329,7.94,4.0,28.78,3.02,12.86,3.0,4.5,
MR7,roof_slope,0.0,90.0,45.13,52.98,37.85,35.83,54.44,33.22,61.41,
MR7,roof_type,,,,,,,,,,1000: 35.07%
MR7,roof_type,,,,,,,,,,3400: 31.34%
MR7,roof_type,,,,,,,,,,3100: 11.94%
MR7,roof_type,,,,,,,,,,3200: 7.46%
MR7,roof_type,,,,,,,,,,5000: 6.72%
MR7,roof_type,,,,,,,,,,3300: 4.48%
MR7,roof_type,,,,,,,,,,3900: 1.49%
MR7,roof_type,,,,,,,,,,2500: 0.75%
MR7,roof_type,,,,,,,,,,3800: 0.75%
MR7,development_type_code,,,,,,,,,,C11: 55.45%
MR7,development_type_code,,,,,,,,,,B12: 20.0%
MR7,development_type_code,,,,,,,,,,A12: 14.55%
MR7,development_type_code,,,,,,,,,,C12: 4.55%
MR7,development_type_code,,,,,,,,,,A13: 4.55%
MR7,development_type_code,,,,,,,,,,B11: 0.91%
AZH,building_footprint,204.91,204.91,204.91,204.91,nan,nan,nan,204.91,204.91,
AZH,storeys_above_ground,2,2,2.0,2.0,nan,nan,nan,2.0,2.0,
AZH,length_footprint,15.53,15.53,15.53,15.53,nan,nan,nan,15.53,15.53,
AZH,width_footprint,13.2,13.2,13.2,13.2,nan,nan,nan,13.2,13.2,
AZH,roof_ridge_height,10.32,10.32,10.32,10.32,nan,nan,nan,10.32,10.32,
AZH,eaves_height,5.73,5.73,5.73,5.73,nan,nan,nan,5.73,5.73,
AZH,number_roof_surfaces,2,2,2.0,2.0,nan,nan,nan,2.0,2.0,
AZH,roof_type,,,,,,,,,,3100: 100.0%
AZH,development_type_code,,,,,,,,,,A11: 100.0%
Bungalow,building_footprint,54.28,361.14,258.43,265.3,83.52,202.32,314.54,247.8,324.01,
Bungalow,storeys_above_ground,1,2,1.27,1.0,0.47,1,1.59,1.0,2.0,
Bungalow,length_footprint,8.58,20.4,16.64,17.1,3.07,14.58,18.71,15.64,17.91,
Bungalow,width_footprint,6.32,21.12,15.08,15.61,3.72,12.58,17.57,13.01,16.99,
Bungalow,roof_ridge_height,4.81,9.24,6.72,6.71,1.22,5.9,7.54,5.84,7.75,
Bungalow,eaves_height,3.62,7.54,4.92,5.0,1.14,4.16,5.69,3.93,5.44,
Bungalow,number_roof_surfaces,2,8,4.64,4.0,2.2,3.16,6.12,3.0,7.0,
Bungalow,roof_slope,0.0,89.84,44.51,50.54,33.67,13.37,75.65,0.0,70.36,
Bungalow,roof_type,,,,,,,,,,3100: 45.45%
Bungalow,roof_type,,,,,,,,,,3200: 27.27%
Bungalow,roof_type,,,,,,,,,,5000: 18.18%
Bungalow,roof_type,,,,,,,,,,3500: 9.09%
Bungalow,development_type_code,,,,,,,,,,A12: 100.0%
HM,building_footprint,29.26,1885.03,475.2,430.96,245.42,435.05,515.34,394.58,477.78,
HM,storeys_above_ground,1,5,2.26,2.0,0.62,2.16,2.36,2.0,2.0,
HM,length_footprint,5.47,47.08,21.01,20.72,6.21,19.99,22.02,19.75,21.62,
HM,width_footprint,5.35,43.45,21.51,21.06,5.37,20.63,22.39,20.42,21.79,
HM,roof_ridge_height,3.15,28.99,14.69,15.2,3.91,14.05,15.33,14.34,15.5,
HM,eaves_height,2.05,18.35,10.14,10.15,3.32,9.6,10.68,9.76,10.86,
HM,number_roof_surfaces,1,66,13.43,12.0,9.02,11.96,14.91,11.0,12.0,
HM,roof_slope,45.07,90.0,79.45,88.88,16.72,67.49,90.0,66.99,90.0,
HM,roof_type,,,,,,,,,,3200: 50.68%
HM,roof_type,,,,,,,,,,3400: 17.81%
HM,roof_type,,,,,,,,,,3100: 13.7%
HM,roof_type,,,,,,,,,,5000: 10.27%
HM,roof_type,,,,,,,,,,3500: 3.42%
HM,roof_type,,,,,,,,,,1000: 3.42%
HM,roof_type,,,,,,,,,,3300: 0.68%
HM,development_type_code,,,,,,,,,,A13: 74.13%
HM,development_type_code,,,,,,,,,,A12: 18.88%
HM,development_type_code,,,,,,,,,,B12: 4.9%
HM,development_type_code,,,,,,,,,,C11: 2.1%
ME4/7,building_footprint,571.99,571.99,571.99,571.99,nan,nan,nan,571.99,571.99,
ME4/7,storeys_above_ground,3,3,3.0,3.0,nan,nan,nan,3.0,3.0,
ME4/7,length_footprint,22.41,22.41,22.41,22.41,nan,nan,nan,22.41,22.41,
ME4/7,width_footprint,25.52,25.52,25.52,25.52,nan,nan,nan,25.52,25.52,
ME4/7,roof_ridge_height,14.01,14.01,14.01,14.01,nan,nan,nan,14.01,14.01,
ME4/7,eaves_height,10.0,10.0,10.0,10.0,nan,nan,nan,10.0,10.0,
ME4/7,number_roof_surfaces,10,10,10.0,10.0,nan,nan,nan,10.0,10.0,
ME4/7,roof_type,,,,,,,,,,3500: 100.0%
ME4/7,development_type_code,,,,,,,,,,A13: 100.0%
MRG,building_footprint,153.48,4660.14,414.49,357.82,395.58,350.0,478.97,323.36,365.06,
MRG,storeys_above_ground,2,5,4.07,4.0,0.83,3.94,4.21,4.0,4.0,
MRG,length_footprint,10.77,63.51,19.49,18.83,5.94,18.52,20.46,18.36,19.46,
MRG,width_footprint,10.68,73.37,19.79,19.32,6.26,18.77,20.81,17.89,19.62,
MRG,roof_ridge_height,11.26,22.77,17.59,18.37,2.54,17.18,18.01,16.83,19.13,
MRG,eaves_height,6.52,20.49,14.66,15.97,2.91,14.18,15.13,15.61,16.12,
MRG,number_roof_surfaces,1,116,5.09,2.0,10.57,3.36,6.81,2.0,3.0,
MRG,roof_slope,90.0,90.0,90.0,90.0,nan,nan,nan,90.0,90.0,
MRG,roof_type,,,,,,,,,,3100: 44.9%
MRG,roof_type,,,,,,,,,,3400: 24.49%
MRG,roof_type,,,,,,,,,,1000: 14.97%
MRG,roof_type,,,,,,,,,,3200: 14.29%
MRG,roof_type,,,,,,,,,,5000: 1.36%
MRG,development_type_code,,,,,,,,,,B12: 54.23%
MRG,development_type_code,,,,,,,,,,C11: 25.35%
MRG,development_type_code,,,,,,,,,,A13: 7.75%
MRG,development_type_code,,,,,,,,,,C12: 5.63%
MRG,development_type_code,,,,,,,,,,A12: 4.93%
MRG,development_type_code,,,,,,,,,,B11: 1.41%
MRG,development_type_code,,,,,,,,,,A11: 0.7%
MRG2,building_footprint,20.04,2041.4,477.81,278.74,466.8,303.5,652.11,229.01,425.0,
MRG2,storeys_above_ground,1,5,3.43,3.0,1.01,3.06,3.81,3.0,4.0,
MRG2,length_footprint,4.96,45.87,20.23,16.68,9.99,16.5,23.96,14.54,19.63,
MRG2,width_footprint,4.04,44.51,20.03,19.26,9.44,16.51,23.56,16.17,22.12,
MRG2,roof_ridge_height,4.71,22.11,15.68,16.16,4.15,14.13,17.23,13.91,18.48,
MRG2,eaves_height,4.71,18.46,12.22,12.23,3.87,10.77,13.67,10.98,14.55,
MRG2,number_roof_surfaces,1,34,9.97,8.0,7.73,7.08,12.85,6.0,10.5,
MRG2,roof_slope,0.0,90.0,63.43,72.56,31.71,51.59,75.27,50.69,90.0,
MRG2,roof_type,,,,,,,,,,3100: 56.67%
MRG2,roof_type,,,,,,,,,,5000: 16.67%
MRG2,roof_type,,,,,,,,,,3400: 13.33%
MRG2,roof_type,,,,,,,,,,1000: 10.0%
MRG2,roof_type,,,,,,,,,,3200: 3.33%
MRG2,development_type_code,,,,,,,,,,C11: 100.0%
MRG3,building_footprint,53.4,11591.11,428.1,351.42,587.7,395.04,461.17,341.14,358.59,
MRG3,storeys_above_ground,1,7,4.13,4.0,0.74,4.09,4.17,4.0,4.0,
MRG3,length_footprint,7.23,144.96,19.81,18.73,7.84,19.37,20.25,18.47,18.92,
MRG3,width_footprint,7.39,107.39,19.57,18.71,6.31,19.21,19.92,18.44,18.9,
MRG3,roof_ridge_height,4.16,33.01,19.57,19.4,3.36,19.38,19.76,19.05,19.78,
MRG3,eaves_height,0.0,24.01,15.95,15.7,3.26,15.77,16.14,15.51,15.96,
MRG3,number_roof_surfaces,1,182,5.88,5.0,7.74,5.44,6.31,4.0,5.0,
MRG3,roof_slope,0.0,90.0,45.06,51.07,35.89,42.64,47.48,48.15,52.99,
MRG3,roof_type,,,,,,,,,,3400: 57.81%
MRG3,roof_type,,,,,,,,,,3100: 30.18%
MRG3,roof_type,,,,,,,,,,3200: 7.98%
MRG3,roof_type,,,,,,,,,,5000: 2.06%
MRG3,roof_type,,,,,,,,,,1000: 1.56%
MRG3,roof_type,,,,,,,,,,2100: 0.33%
MRG3,roof_type,,,,,,,,,,2500: 0.08%
MRG3,development_type_code,,,,,,,,,,C11: 85.55%
MRG3,development_type_code,,,,,,,,,,A13: 6.89%
MRG3,development_type_code,,,,,,,,,,B12: 3.53%
MRG3,development_type_code,,,,,,,,,,C12: 2.35%
MRG3,development_type_code,,,,,,,,,,A11: 0.84%
MRG3,development_type_code,,,,,,,,,,A12: 0.67%
MRG3,development_type_code,,,,,,,,,,B11: 0.08%
MRG3,development_type_code,,,,,,,,,,B14: 0.08%
MRG4,building_footprint,127.58,2600.17,310.16,290.97,160.05,298.17,322.15,285.38,297.15,
MRG4,storeys_above_ground,1,7,3.82,4.0,0.93,3.75,3.89,4.0,4.0,
MRG4,length_footprint,10.1,68.67,17.21,17.03,4.4,16.88,17.54,16.69,17.46,
MRG4,width_footprint,9.8,62.67,17.55,17.39,3.52,17.29,17.82,17.13,17.82,
MRG4,roof_ridge_height,3.96,26.72,17.71,18.03,4.31,17.39,18.03,17.13,18.45,
MRG4,eaves_height,0.01,22.19,13.9,13.69,3.6,13.63,14.17,13.35,14.04,
MRG4,number_roof_surfaces,1,30,3.2,2.0,2.62,3.0,3.39,2.0,2.0,
MRG4,roof_slope,0.0,90.0,31.78,0.01,34.81,28.64,34.91,0.0,39.82,
MRG4,roof_type,,,,,,,,,,3100: 53.13%
MRG4,roof_type,,,,,,,,,,3200: 21.83%
MRG4,roof_type,,,,,,,,,,1000: 16.16%
MRG4,roof_type,,,,,,,,,,3400: 6.99%
MRG4,roof_type,,,,,,,,,,2100: 0.87%
MRG4,roof_type,,,,,,,,,,5000: 0.73%
MRG4,roof_type,,,,,,,,,,3500: 0.15%
MRG4,roof_type,,,,,,,,,,3300: 0.15%
MRG4,development_type_code,,,,,,,,,,C11: 72.7%
MRG4,development_type_code,,,,,,,,,,B12: 18.83%
MRG4,development_type_code,,,,,,,,,,A13: 3.8%
MRG4,development_type_code,,,,,,,,,,B11: 2.77%
MRG4,development_type_code,,,,,,,,,,C12: 1.75%
MRG4,development_type_code,,,,,,,,,,A12: 0.15%
MRG5,building_footprint,170.08,11911.69,550.08,354.33,1037.17,430.83,669.33,330.58,365.7,
MRG5,storeys_above_ground,1,8,4.98,5.0,0.9,4.87,5.08,5.0,5.0,
MRG5,length_footprint,10.63,156.26,22.29,19.53,14.15,20.66,23.91,19.22,19.99,
MRG5,width_footprint,10.66,102.41,20.63,18.9,9.39,19.55,21.71,18.61,19.4,
MRG5,roof_ridge_height,4.14,39.01,21.13,20.65,3.74,20.7,21.56,20.37,21.21,
MRG5,eaves_height,3.06,29.14,16.81,16.97,4.01,16.35,17.27,16.81,17.07,
MRG5,number_roof_surfaces,1,71,4.82,3.0,8.37,3.86,5.78,2.0,3.0,
MRG5,roof_slope,0.0,90.0,39.47,45.46,38.47,32.23,46.71,0.0,55.21,
MRG5,roof_type,,,,,,,,,,3100: 73.72%
MRG5,roof_type,,,,,,,,,,3200: 15.7%
MRG5,roof_type,,,,,,,,,,3400: 4.78%
MRG5,roof_type,,,,,,,,,,5000: 2.73%
MRG5,roof_type,,,,,,,,,,1000: 1.37%
MRG5,roof_type,,,,,,,,,,2500: 1.37%
MRG5,roof_type,,,,,,,,,,3500: 0.34%
MRG5,development_type_code,,,,,,,,,,B12: 48.44%
MRG5,development_type_code,,,,,,,,,,C11: 36.33%
MRG5,development_type_code,,,,,,,,,,B14: 7.27%
MRG5,development_type_code,,,,,,,,,,B13: 3.46%
MRG5,development_type_code,,,,,,,,,,A13: 2.42%
MRG5,development_type_code,,,,,,,,,,C12: 2.08%
MRG6,building_footprint,19.16,3451.81,407.15,309.09,394.95,342.32,471.97,286.81,318.19,
MRG6,storeys_above_ground,5,11,6.63,6.0,1.9,6.32,6.95,6.0,6.0,
MRG6,length_footprint,4.04,41.26,18.67,17.42,5.18,17.82,19.52,16.87,17.85,
MRG6,width_footprint,4.74,83.67,19.57,16.98,9.93,17.94,21.2,16.55,17.65,
MRG6,roof_ridge_height,16.79,40.64,22.06,18.94,6.86,20.93,23.18,18.79,19.0,
MRG6,eaves_height,2.56,37.95,19.39,18.79,7.16,18.22,20.57,18.55,18.94,
MRG6,number_roof_surfaces,1,6,1.7,1.0,1.16,1.51,1.89,1.0,1.0,
MRG6,roof_slope,0.0,90.0,23.96,0.0,34.2,9.17,38.75,0.0,52.41,
MRG6,roof_type,,,,,,,,,,1000: 97.93%
MRG6,roof_type,,,,,,,,,,5000: 2.07%
MRG6,development_type_code,,,,,,,,,,C12: 58.04%
MRG6,development_type_code,,,,,,,,,,B13: 27.97%
MRG6,development_type_code,,,,,,,,,,C11: 6.99%
MRG6,development_type_code,,,,,,,,,,A13: 6.99%
MRG7,building_footprint,23.75,6203.51,816.68,440.51,1026.05,683.66,949.7,395.06,519.06,
MRG7,storeys_above_ground,1,8,5.1,5.0,1.18,4.95,5.26,5.0,5.0,
MRG7,length_footprint,4.78,100.77,26.27,20.82,14.74,24.36,28.18,19.76,22.89,
MRG7,width_footprint,4.97,88.06,25.14,21.07,13.02,23.45,26.83,20.23,22.31,
MRG7,roof_ridge_height,1.94,31.6,20.31,20.88,4.32,19.75,20.87,20.49,21.1,
MRG7,eaves_height,1.86,27.09,16.83,17.31,4.31,16.28,17.39,16.81,17.63,
MRG7,number_roof_surfaces,1,240,8.03,5.0,17.89,5.72,10.35,4.0,5.0,
MRG7,roof_slope,0.0,90.0,48.18,53.6,35.04,42.02,54.33,47.38,59.92,
MRG7,roof_type,,,,,,,,,,3400: 35.93%
MRG7,roof_type,,,,,,,,,,3100: 31.6%
MRG7,roof_type,,,,,,,,,,1000: 18.18%
MRG7,roof_type,,,,,,,,,,5000: 4.76%
MRG7,roof_type,,,,,,,,,,3200: 3.9%
MRG7,roof_type,,,,,,,,,,3900: 2.6%
MRG7,roof_type,,,,,,,,,,3300: 1.73%
MRG7,roof_type,,,,,,,,,,2100: 0.43%
MRG7,roof_type,,,,,,,,,,3700: 0.43%
MRG7,roof_type,,,,,,,,,,2500: 0.43%
MRG7,development_type_code,,,,,,,,,,C11: 66.01%
MRG7,development_type_code,,,,,,,,,,C12: 13.3%
MRG7,development_type_code,,,,,,,,,,B12: 8.87%
MRG7,development_type_code,,,,,,,,,,A13: 7.39%
MRG7,development_type_code,,,,,,,,,,A12: 3.94%
MRG7,development_type_code,,,,,,,,,,B14: 0.49%
MRO,building_footprint,35.67,6469.81,396.31,328.83,553.53,312.99,479.62,319.29,341.39,
MRO,storeys_above_ground,1,5,3.41,3.0,0.95,3.26,3.55,3.0,3.0,
